video_id,start_time,end_time,action,split,idx
INHx3vUgBO8,9,19,gibbon howling,train,67773
INHx3vUgBO8,37,47,gibbon howling,train,67774
INJ0q-WthQ0,58,68,people humming,train,67775
INJ0q-WthQ0,89,99,people humming,train,67776
INJerOx1xxg,145,155,playing volleyball,train,67777
INKB0p3qKms,21,31,playing erhu,train,67778
INQWH7mOGeQ,30,40,cricket chirping,test,67779
INRIqgyyC3w,47,57,tapping guitar,train,67780
INS566O5Jas,11,21,telephone bell ringing,train,67781
INSJFbIVwJM,10,20,machine gun shooting,train,67782
INSN0-akIKc,30,40,horse clip-clop,train,67783
INSZ41bZ2OU,8,18,people marching,train,67784
INSZ41bZ2OU,142,152,people marching,train,67785
INTuFkKRupI,24,34,people eating crisps,train,67786
INTuFkKRupI,77,87,people eating crisps,train,67787
INVr3vBNvoI,10,20,people sobbing,train,67788
INWt0M1kHIc,8,18,hail,train,67789
INWt0M1kHIc,71,81,hail,train,67790
INZDswvOmys,71,81,woodpecker pecking tree,train,67791
INZDswvOmys,82,92,woodpecker pecking tree,train,67792
IN_3FZxg3w4,30,40,stream burbling,train,67793
INakOVhEFtY,25,35,chicken crowing,train,67794
INakOVhEFtY,30,40,chicken crowing,train,67795
INdCGM4pQOs,497,507,mynah bird singing,test,67796
INetjDVR858,105,115,people humming,train,67797
INetjDVR858,215,225,people humming,train,67798
INfBhEh3jH8,227,237,sharpen knife,train,67799
INfBhEh3jH8,277,287,sharpen knife,train,67800
INfFJqKhIdc,84,94,playing bassoon,train,67801
INhaBarnTdA,70,80,playing gong,train,67802
INhaBarnTdA,82,92,playing gong,train,67803
INhubp52DCM,55,65,elk bugling,train,67804
INhubp52DCM,71,81,elk bugling,train,67805
INiiKhrFkJE,10,20,splashing water,train,67806
INlc_zD_CKE,150,160,people hiccup,test,67807
INlfRY4cSWg,30,40,people crowd,train,67808
INljSCT4Ba8,77,87,playing bongo,train,67809
INq0whHNK2U,191,201,electric shaver electric razor shaving,train,67810
INr8OQBZhW4,0,10,owl hooting,train,67811
INs85qmtcFk,0,10,cell phone buzzing,train,67812
INt6eslGQvA,21,31,dog howling,train,67813
INt6eslGQvA,34,44,dog howling,train,67814
INtoMpBNu6M,150,160,playing piano,train,67815
INu7Y1zrwIw,514,524,ripping paper,train,67816
INu7Y1zrwIw,932,942,ripping paper,train,67817
INwFo-_c_xk,30,40,playing banjo,train,67818
INx7J0qFhkk,83,93,playing djembe,train,67819
INx7J0qFhkk,94,104,playing djembe,train,67820
INxd1Sj9S3c,131,141,rapping,train,67821
INxd1Sj9S3c,267,277,rapping,train,67822
INxkSAbun_Y,26,36,lighting firecrackers,train,67823
INxkSAbun_Y,39,49,lighting firecrackers,train,67824
INyntXO-EeY,15,25,horse clip-clop,train,67825
INyqV6d7xt4,189,199,police radio chatter,train,67826
IO-CvadXPWw,40,50,printer printing,train,67827
IO0Ec_2XCVU,427,437,playing volleyball,train,67828
IO3hl5gAqkE,183,193,arc welding,train,67829
IO3iF3NpCsM,14,24,playing sitar,train,67830
IO3oL7_1cz0,140,150,mouse clicking,train,67831
IO3t0e4ebTw,68,78,wind chime,train,67832
IO3t0e4ebTw,172,182,wind chime,train,67833
IO4x2Cqx7ok,400,410,playing banjo,train,67834
IO4zp-7TF1k,40,50,chicken crowing,train,67835
IO5zYCOTJjA,59,69,electric grinder grinding,train,67836
IO8aACEuZ00,31,41,mosquito buzzing,train,67837
IO8vytUTO1E,113,123,playing steel guitar slide guitar,train,67838
IO9B0trJA2A,350,360,playing cymbal,train,67839
IO9qIHmENa0,31,41,playing synthesizer,train,67840
IO9qIHmENa0,146,156,playing synthesizer,train,67841
IOAOm_qM2bE,30,40,car passing by,train,67842
IOASpofNxR0,30,40,ocean burbling,train,67843
IOA_DhIDXi8,7,17,lions growling,test,67844
IOBjZKlHWOI,10,20,driving buses,train,67845
IOEI-To4wD8,10,20,playing double bass,train,67846
IOEb6wzlUH8,20,30,railroad car train wagon,train,67847
IOI4DkU97VQ,3,13,pig oinking,train,67848
IOI4DkU97VQ,24,34,pig oinking,train,67849
IOIRd2SaVco,94,104,opening or closing car electric windows,train,67850
IOIRd2SaVco,107,117,opening or closing car electric windows,train,67851
IOIpdxEp8mg,0,10,toilet flushing,train,67852
IOJTT4TNEOQ,179,189,playing badminton,train,67853
IOJc8Yu1OHQ,30,40,playing bagpipes,train,67854
IOLTYCN5EMI,370,380,waterfall burbling,train,67855
IOM4TnbFhq4,10,20,chicken crowing,train,67856
IOMOQLD75KU,80,90,playing harpsichord,train,67857
IONNmf1dNp0,10,20,cricket chirping,train,67858
IOPgO0yRBVw,30,40,playing electric guitar,train,67859
IOR6Esi5iTU,4,14,car engine knocking,train,67860
IOR6Esi5iTU,15,25,car engine knocking,train,67861
IOSZBZ3dfgI,67,77,opening or closing car electric windows,train,67862
IOSZBZ3dfgI,110,120,opening or closing car electric windows,train,67863
IO_MR3Rl8yo,4,14,civil defense siren,train,67864
IO_MR3Rl8yo,33,43,civil defense siren,train,67865
IO_qd4vl8js,30,40,engine accelerating revving vroom,train,67866
IObJnm1ohxI,52,62,dinosaurs bellowing,test,67867
IOcEWgQu7qI,0,10,goose honking,train,67868
IOcEWgQu7qI,27,37,goose honking,train,67869
IOgX_sYAeOM,30,40,playing violin fiddle,train,67870
IOgtPqOhT8o,118,128,vacuum cleaner cleaning floors,train,67871
IOgtPqOhT8o,213,223,vacuum cleaner cleaning floors,train,67872
IOkOHV1occY,0,10,opening or closing drawers,train,67873
IOkRidiBlKE,26,36,scuba diving,train,67874
IOpCjz6krMU,82,92,people booing,train,67875
IOpMfRxQdrs,14,24,baby crying,test,67876
IOq49OL6AHo,210,220,playing harp,train,67877
IOqtQmToNFg,10,20,playing vibraphone,test,67878
IOqvD4UOnzg,49,59,playing bassoon,train,67879
IOsOhkgV-Jk,30,40,people whispering,train,67880
IOu7cOZgZE4,272,282,tap dancing,test,67881
IOvGn6q5wEE,55,65,people marching,train,67882
IOwIuh8YS44,6,16,sheep bleating,train,67883
IOxozM3REV0,30,40,people sniggering,train,67884
IOzatX7NwPE,60,70,playing banjo,train,67885
IP-HeIQpKps,30,40,playing drum kit,train,67886
IP-mRByleSc,5,15,people coughing,train,67887
IP-mRByleSc,74,84,people coughing,train,67888
IP0_FH73Hm0,92,102,playing washboard,test,67889
IP5XRKptdWc,52,62,playing tympani,train,67890
IP5XRKptdWc,221,231,playing tympani,train,67891
IP8MDX8L7kw,30,40,people hiccup,train,67892
IPA828qsZVg,64,74,snake rattling,train,67893
IPA828qsZVg,109,119,snake rattling,train,67894
IPBKKTOg9EU,10,20,bird chirping tweeting,train,67895
IPCpCk055mI,35,45,alarm clock ringing,train,67896
IPCpCk055mI,111,121,alarm clock ringing,train,67897
IPDIjAVxW0w,153,163,playing french horn,train,67898
IPDt_iDc6o0,80,90,chicken crowing,train,67899
IPDt_iDc6o0,96,106,chicken crowing,train,67900
IPFvrKR5KUo,30,40,playing harp,train,67901
IPGCkdTtbhg,100,110,cattle mooing,train,67902
IPIS6TUVpSM,30,40,vacuum cleaner cleaning floors,test,67903
IPKcMm8Lmms,139,149,canary calling,train,67904
IPKcMm8Lmms,243,253,canary calling,train,67905
IPNSrRyGttU,7,17,dog baying,train,67906
IPNSrRyGttU,78,88,dog baying,train,67907
IPPEJRnBBNA,130,140,playing cymbal,train,67908
IPRSfGhKCk4,30,40,police car (siren),train,67909
IPSzXisZuD4,30,40,rowboat canoe kayak rowing,train,67910
IPUw8tohizs,0,10,mynah bird singing,train,67911
IPUw8tohizs,11,21,mynah bird singing,train,67912
IPWg7K8zf9g,0,10,splashing water,train,67913
IPXwsIzKC20,110,120,lawn mowing,train,67914
IPYHy8k9Z34,50,60,playing piano,test,67915
IPZc3vHtDhA,190,200,skidding,train,67916
IPatThnRs2w,108,118,sharpen knife,train,67917
IPatThnRs2w,206,216,sharpen knife,train,67918
IPdB13O5Z6s,53,63,missile launch,train,67919
IPdZmFcWiAQ,462,472,swimming,train,67920
IPehEfMBLM0,100,110,chopping wood,train,67921
IPhu-6QWums,50,60,church bell ringing,train,67922
IPijhPxR8Uw,30,40,ocean burbling,train,67923
IPjvZOGd2Rg,30,40,race car auto racing,train,67924
IPkPgebXaak,20,30,playing volleyball,train,67925
IPm036_I75o,362,372,eagle screaming,test,67926
IPnRffDFvjI,30,40,playing banjo,train,67927
IPnzDZ-BGPM,30,40,bird chirping tweeting,train,67928
IPo-5RjFRbQ,150,160,fireworks banging,train,67929
IPpFeCGRh-g,246,256,elk bugling,train,67930
IPpFeCGRh-g,322,332,elk bugling,train,67931
IPtqVp3OkmY,693,703,cap gun shooting,train,67932
IPuYQcP2gXM,40,50,cattle mooing,train,67933
IPxRYXhWa3o,86,96,police radio chatter,train,67934
IPxRYXhWa3o,160,170,police radio chatter,train,67935
IPyRiQVBML0,128,138,people marching,train,67936
IPyRiQVBML0,210,220,people marching,train,67937
IQ-ov4bN8tk,30,40,pigeon dove cooing,train,67938
IQ0C3DXEqso,8,18,playing sitar,train,67939
IQ0C3DXEqso,41,51,playing sitar,train,67940
IQ0Qx1H_u6A,80,90,printer printing,train,67941
IQ1yzSt-W8Q,36,46,playing theremin,train,67942
IQ1yzSt-W8Q,62,72,playing theremin,train,67943
IQ2HHxTZJoA,40,50,helicopter,train,67944
IQ2bHS59KnI,30,40,helicopter,train,67945
IQ2xAbn6hS4,30,40,playing harp,train,67946
IQ4TUZyFBg0,15,25,chipmunk chirping,train,67947
IQ4TUZyFBg0,28,38,chipmunk chirping,train,67948
IQ9uihSqqCk,105,115,playing clarinet,train,67949
IQ9uihSqqCk,181,191,playing clarinet,train,67950
IQBD9tH4fwY,0,10,owl hooting,train,67951
IQBD9tH4fwY,17,27,owl hooting,train,67952
IQDq-GpiROE,194,204,playing bongo,train,67953
IQE34_iDBFw,2,12,mouse clicking,train,67954
IQFRwjMKOrM,485,495,playing darts,test,67955
IQFU4mrW6h8,40,50,people sniggering,train,67956
IQFamAFNALE,193,203,tap dancing,train,67957
IQHVhN9-lfc,7,17,people sneezing,train,67958
IQJJo_A3Acg,7,17,dog howling,train,67959
IQJJo_A3Acg,18,28,dog howling,train,67960
IQJb0CazsS4,25,35,playing steel guitar slide guitar,train,67961
IQJb0CazsS4,70,80,playing steel guitar slide guitar,train,67962
IQJqk-JeqXo,3,13,woodpecker pecking tree,train,67963
IQMVfKgbUqM,8,18,vehicle horn car horn honking,train,67964
IQQZXWX1Czo,100,110,playing bass guitar,train,67965
IQQyJL8pbPU,7,17,playing glockenspiel,train,67966
IQRcTULKzuw,20,30,playing drum kit,train,67967
IQSx5LeEFK0,70,80,playing trombone,train,67968
IQU-SUhn2GA,4,14,waterfall burbling,train,67969
IQbDfcMKgkQ,90,100,playing didgeridoo,train,67970
IQecgFqv4mI,0,10,car engine knocking,test,67971
IQh4YZ9wPxA,76,86,cricket chirping,train,67972
IQh4YZ9wPxA,115,125,cricket chirping,train,67973
IQhYdSTNeCo,57,67,hair dryer drying,train,67974
IQi-IaFO3kk,31,41,airplane flyby,train,67975
IQiDSO0qeEQ,3,13,typing on typewriter,train,67976
IQiDSO0qeEQ,26,36,typing on typewriter,train,67977
IQjnrRHaHF0,245,255,playing erhu,train,67978
IQk1zemewo4,213,223,beat boxing,train,67979
IQmE6bCma80,30,40,people babbling,train,67980
IQmlXJVo9LE,229,239,lathe spinning,train,67981
IQmlXJVo9LE,240,250,lathe spinning,train,67982
IQmrVcRT-oI,20,30,chicken crowing,train,67983
IQny6DpIkNU,40,50,female speech woman speaking,train,67984
IQrsmNq35dU,30,40,playing drum kit,train,67985
IQszXcU_OBI,147,157,air conditioning noise,test,67986
IQvot5Z954Q,14,24,mynah bird singing,train,67987
IQwHmJN-5Yg,80,90,bowling impact,train,67988
IQwHmJN-5Yg,133,143,bowling impact,train,67989
IQxoLESwRvQ,260,270,lions growling,train,67990
IQyCmd-4poU,30,40,horse clip-clop,train,67991
IR4qLEUEfMM,78,88,singing bowl,train,67992
IR4qLEUEfMM,738,748,singing bowl,train,67993
IR8sEf4rmFU,142,152,playing theremin,train,67994
IR9B6OFERCE,22,32,wind noise,train,67995
IR9Dsnp6jvo,180,190,people eating,train,67996
IR9Dsnp6jvo,215,225,people eating,train,67997
IRAvolR9tTs,18,28,horse clip-clop,train,67998
IRD6JNSw4T0,49,59,opening or closing car doors,test,67999
IRG-XTb9bsk,149,159,playing didgeridoo,train,68000
IRGhGsUhbnQ,170,180,planing timber,train,68001
IRKxsLA-ZCw,30,40,stream burbling,train,68002
IRL9tpYW3Zc,60,70,people babbling,train,68003
IRMvWV-UjgE,60,70,sailing,train,68004
IROlWFygHww,28,38,airplane flyby,train,68005
IRPFHv-C-lA,110,120,bee wasp etc_ buzzing,train,68006
IRQXN_rcmOk,114,124,electric shaver electric razor shaving,train,68007
IRRdp1HCRKs,12,22,people sneezing,train,68008
IRRrm715u3w,91,101,scuba diving,train,68009
IRRrm715u3w,156,166,scuba diving,train,68010
IRT2uAezCZo,166,176,playing bassoon,train,68011
IRW51jg5ldY,450,460,railroad car train wagon,train,68012
IRXkHJEQLKQ,51,61,baby laughter,train,68013
IRXkHJEQLKQ,61,71,baby laughter,train,68014
IRYOU5Nx10c,67,77,hair dryer drying,train,68015
IRYOU5Nx10c,91,101,hair dryer drying,train,68016
IRYPJTybCu8,130,140,warbler chirping,test,68017
IRZB1u0wTPA,108,118,typing on typewriter,train,68018
IRhJ4GPF-8I,32,42,lip smacking,train,68019
IRjpxU-TFi8,92,102,playing squash,train,68020
IRnPmz3jsrw,13,23,striking pool,train,68021
IRntJSEioI4,30,40,people whispering,train,68022
IRoBhS5z-Ts,200,210,squishing water,train,68023
IRoBhS5z-Ts,228,238,squishing water,train,68024
IRokhWxiaec,30,40,driving buses,train,68025
IRsH88nGQgc,136,146,golf driving,train,68026
IRyMNDK0Qek,250,260,female singing,train,68027
IRydSuOmddE,80,90,people cheering,train,68028
IRzISrqFX_k,328,338,bouncing on trampoline,train,68029
IS13jlAZ5RA,30,40,driving buses,train,68030
IS2_K1JegaQ,320,330,female speech woman speaking,train,68031
IS2lQophwDw,50,60,people hiccup,test,68032
IS5UvNXnAHg,362,372,bird squawking,train,68033
IS5UvNXnAHg,374,384,bird squawking,train,68034
IS5V2yjPp3k,30,40,people shuffling,test,68035
IS6aUSfbEuY,10,20,chainsawing trees,train,68036
IS6yOMVLrWY,190,200,playing bassoon,train,68037
IS8lKrd6FNU,30,40,pigeon dove cooing,train,68038
IS9Mx6Bqr_U,240,250,playing piano,train,68039
IS9j-UR7QIk,27,37,fire truck siren,train,68040
IS9j-UR7QIk,110,120,fire truck siren,train,68041
IS9n31HdN6E,110,120,race car auto racing,train,68042
ISAx7TWcK_M,238,248,fire crackling,train,68043
ISAx7TWcK_M,409,419,fire crackling,train,68044
ISBft9IQgEo,5,15,cheetah chirrup,train,68045
ISGXHmCmxfw,90,100,playing electric guitar,train,68046
ISLfLdSVmMw,20,30,railroad car train wagon,train,68047
ISNYVRPmbtQ,570,580,child speech kid speaking,train,68048
ISQwAqBCwA4,4,14,bird squawking,train,68049
ISRUTS1uqpY,127,137,rope skipping,train,68050
ISRUTS1uqpY,219,229,rope skipping,train,68051
ISSYF0u4lE4,20,30,playing trumpet,train,68052
ISSr0mmq150,26,36,francolin calling,train,68053
ISSr0mmq150,44,54,francolin calling,train,68054
ISXdFhTvGh8,4,14,dog howling,train,68055
ISYLqeureiM,180,190,thunder,train,68056
ISYr6jW2nkw,88,98,tractor digging,train,68057
ISbweX-xGbs,9,19,woodpecker pecking tree,train,68058
ISbweX-xGbs,21,31,woodpecker pecking tree,train,68059
ISczptiVLYk,57,67,tractor digging,train,68060
ISdguQ3flPA,33,43,bouncing on trampoline,test,68061
ISeBh08an7o,80,90,ocean burbling,train,68062
ISeCp56ud4I,64,74,tap dancing,train,68063
ISeCp56ud4I,81,91,tap dancing,train,68064
ISh4xMml57A,31,41,playing bugle,train,68065
ISknJkNd4e0,230,240,lathe spinning,train,68066
ISknJkNd4e0,243,253,lathe spinning,train,68067
ISlP7Mq27EA,39,49,electric grinder grinding,train,68068
ISmPPPoe_kk,222,232,planing timber,train,68069
ISmo5KouU0Q,318,328,lathe spinning,train,68070
ISoElB3H3tE,30,40,dog barking,train,68071
ISoO6g69dzc,19,29,people booing,train,68072
ISpO-T6bavY,42,52,golf driving,train,68073
ISq4fKAacv0,30,40,playing acoustic guitar,train,68074
ISrb23zuWcY,180,190,helicopter,train,68075
ISxOV4i0CTI,140,150,sliding door,train,68076
IT2O0bWORSA,140,150,lighting firecrackers,train,68077
IT2O0bWORSA,151,161,lighting firecrackers,train,68078
IT4XqspkE4U,40,50,beat boxing,train,68079
IT75ebeNvTM,140,150,mouse clicking,train,68080
IT7iv85SaUQ,86,96,civil defense siren,test,68081
IT9dQ5TipfY,4,14,hail,train,68082
ITBte67Hjxo,332,342,chopping food,train,68083
ITDFO63NmBI,30,40,playing vibraphone,train,68084
ITEwOKzHonk,195,205,playing badminton,train,68085
ITFRrU6o7LY,299,309,smoke detector beeping,train,68086
ITGc9-oUBVk,14,24,missile launch,train,68087
ITGc9-oUBVk,32,42,missile launch,train,68088
ITJ_wrYTtxY,136,146,cat purring,train,68089
ITKMtPL1pWw,1,11,underwater bubbling,test,68090
ITMF57JL2KQ,50,60,chainsawing trees,train,68091
ITMpMpTqKRU,7,17,sheep bleating,train,68092
ITOeUPlMQ7Y,3,13,chimpanzee pant-hooting,train,68093
ITOeUPlMQ7Y,74,84,chimpanzee pant-hooting,train,68094
ITTOt8Lpydc,10,20,yodelling,train,68095
ITTOt8Lpydc,23,33,yodelling,train,68096
ITWLXYgbh4k,0,10,playing drum kit,train,68097
ITWq7bwCrbE,254,264,police radio chatter,train,68098
ITWq7bwCrbE,370,380,police radio chatter,train,68099
ITXdIAyBlMw,0,10,skateboarding,train,68100
ITYq5xoDGK0,30,40,chicken clucking,test,68101
IT_Y6em7abg,56,66,electric shaver electric razor shaving,train,68102
IT_hfR-jqLI,30,40,pigeon dove cooing,train,68103
ITaflypbuAs,15,25,playing shofar,test,68104
ITc6Bnh2q0c,21,31,rowboat canoe kayak rowing,train,68105
ITc_gC-oIUc,64,74,playing mandolin,train,68106
ITd53w6IXlM,30,40,sliding door,train,68107
ITd5pesVjpY,167,177,singing choir,train,68108
ITfUBCYUWY8,140,150,parrot talking,train,68109
ITfUBCYUWY8,172,182,parrot talking,train,68110
IThCRPbXPMI,17,27,whale calling,test,68111
ITiWSraf-qg,39,49,cuckoo bird calling,train,68112
ITiWSraf-qg,116,126,cuckoo bird calling,train,68113
ITjVA8TQPXs,30,40,pigeon dove cooing,train,68114
ITjqXtLFsLU,30,40,playing violin fiddle,train,68115
ITks35MInZI,30,40,pigeon dove cooing,train,68116
ITlbHsh59y8,22,32,donkey ass braying,train,68117
ITnp7kkGUJU,30,40,stream burbling,train,68118
ITqJAI4xCB0,32,42,tapping guitar,train,68119
ITqJAI4xCB0,42,52,tapping guitar,train,68120
ITtiXLwV0gc,10,20,train wheels squealing,train,68121
ITtiXLwV0gc,26,36,train wheels squealing,train,68122
ITv-2kfYMTk,150,160,driving buses,train,68123
ITvfU2G-IVo,320,330,people sniggering,train,68124
ITwKfIU9MKM,30,40,dog howling,train,68125
ITxHwlf92U8,64,74,airplane,train,68126
ITxKPZN4_v8,30,40,ocean burbling,train,68127
ITym6X1Cvzs,0,10,duck quacking,test,68128
IU-WlKHvnG4,202,212,cattle bovinae cowbell,train,68129
IU-WlKHvnG4,216,226,cattle bovinae cowbell,train,68130
IU0ZuMyg05g,80,90,bee wasp etc_ buzzing,train,68131
IU2VRTyAmDg,30,40,horse clip-clop,train,68132
IU4XC9ZWhzw,34,44,dog whimpering,train,68133
IU4XC9ZWhzw,49,59,dog whimpering,train,68134
IU5l2tcG78U,30,40,zebra braying,train,68135
IU5l2tcG78U,85,95,zebra braying,train,68136
IU61q6O2aiQ,140,150,playing bass guitar,train,68137
IU6jKQVQWkw,393,403,elephant trumpeting,train,68138
IU7E31cfniU,44,54,playing theremin,train,68139
IU7E31cfniU,147,157,playing theremin,train,68140
IU7G1gnORJU,125,135,playing volleyball,train,68141
IUAdc4VQfek,782,792,scuba diving,train,68142
IUAgX3BGjj8,20,30,playing harp,train,68143
IUAzgF0QW-k,0,10,cell phone buzzing,train,68144
IUBXcZ4ae8U,33,43,chimpanzee pant-hooting,train,68145
IUBXcZ4ae8U,44,54,chimpanzee pant-hooting,train,68146
IUCFDTu--Us,0,10,chicken clucking,train,68147
IUCNGNGn4GY,30,40,playing marimba xylophone,train,68148
IUCWs3HjsgI,756,766,bowling impact,train,68149
IUCWs3HjsgI,799,809,bowling impact,train,68150
IUCbnO8J9yY,140,150,people crowd,train,68151
IUEdovEi1mc,290,300,people clapping,train,68152
IUH5ywFSMEU,6,16,playing glockenspiel,train,68153
IUHedVjYzms,4,14,playing synthesizer,train,68154
IUHedVjYzms,25,35,playing synthesizer,train,68155
IUIJZ9FMInE,30,40,playing bass guitar,train,68156
IUItviB2VsQ,30,40,singing choir,test,68157
IUOz9yLy-ak,685,695,train whistling,train,68158
IUPahHZuBY4,28,38,playing squash,train,68159
IUPahHZuBY4,38,48,playing squash,train,68160
IUQUQ-VQFcI,30,40,horse clip-clop,train,68161
IUUe8-Zn9cA,249,259,arc welding,train,68162
IUUhNZP_M8g,26,36,cat purring,train,68163
IUXECVecjUM,1,11,cap gun shooting,train,68164
IUXECVecjUM,21,31,cap gun shooting,train,68165
IUXJthcxOfs,22,32,horse clip-clop,train,68166
IUZEtVbJT5c,242,252,singing choir,train,68167
IU_j5shHQP4,430,440,squishing water,test,68168
IUcnvQsDX-8,176,186,playing gong,train,68169
IUcnvQsDX-8,327,337,playing gong,train,68170
IUdlZZh6h6Y,10,20,ice cream truck ice cream van,train,68171
IUdlZZh6h6Y,22,32,ice cream truck ice cream van,train,68172
IUfZ77917hw,82,92,playing didgeridoo,train,68173
IUgHJv3LBns,89,99,people eating crisps,test,68174
IUgfBal4v1U,190,200,opening or closing drawers,train,68175
IUio2ZWL_gE,0,10,male speech man speaking,train,68176
IUlF2uk8JA0,56,66,playing hockey,test,68177
IUl_y3zutn0,30,40,printer printing,train,68178
IUmwiUqxZh8,82,92,rapping,train,68179
IUmwiUqxZh8,118,128,rapping,train,68180
IUqnHW9Bvq4,71,81,people marching,train,68181
IUtUtw7qWSU,169,179,chimpanzee pant-hooting,train,68182
IUtaaR5NQqc,73,83,bird squawking,train,68183
IUtaaR5NQqc,96,106,bird squawking,train,68184
IUvponAbRrY,330,340,waterfall burbling,train,68185
IUwc1bB6hNM,430,440,fireworks banging,train,68186
IV0B6NRFKpI,83,93,baby laughter,train,68187
IV0B6NRFKpI,172,182,baby laughter,train,68188
IV18yWrQLK0,309,319,rope skipping,train,68189
IV1OTV4jB18,95,105,train wheels squealing,train,68190
IV1OTV4jB18,137,147,train wheels squealing,train,68191
IV43poguaKQ,339,349,bouncing on trampoline,train,68192
IV43poguaKQ,496,506,bouncing on trampoline,train,68193
IV4Wrnwj0pA,0,10,people farting,train,68194
IV8vhRSlOqw,18,28,dinosaurs bellowing,train,68195
IV8vhRSlOqw,30,40,dinosaurs bellowing,train,68196
IV9NjEDDsHw,387,397,people slurping,train,68197
IV9NjEDDsHw,497,507,people slurping,train,68198
IVCzbDzSlkA,356,366,playing sitar,train,68199
IVCzbDzSlkA,404,414,playing sitar,train,68200
IVFGb72s3oY,65,75,child singing,train,68201
IVFGb72s3oY,75,85,child singing,train,68202
IVG8TE9lcfg,653,663,playing badminton,train,68203
IVGD0NIQV8A,30,40,mouse pattering,train,68204
IVHhX5g3pAU,142,152,playing volleyball,train,68205
IVHyosaA8Eo,71,81,barn swallow calling,train,68206
IVJ8T-SM1O0,30,40,goose honking,train,68207
IVJkeUVwUaY,37,47,playing erhu,test,68208
IVJkeUVwUaY,145,155,playing erhu,test,68209
IVM2EsJg8Ag,14,24,playing cornet,train,68210
IVO-hM-FOkE,199,209,people eating noodle,train,68211
IVPJLrzhUjA,30,40,car engine knocking,train,68212
IVQQ--Kz38k,29,39,people coughing,train,68213
IVQQ--Kz38k,45,55,people coughing,train,68214
IVRZ48sQOro,75,85,elephant trumpeting,train,68215
IVRsljoz4FI,680,690,slot machine,train,68216
IVSVTVzhFWg,43,53,cheetah chirrup,train,68217
IVSVTVzhFWg,88,98,cheetah chirrup,train,68218
IVTRZ2LOCxw,2,12,strike lighter,train,68219
IVWAYYPiHe0,330,340,sailing,train,68220
IVZQRMQULlQ,100,110,playing cello,test,68221
IVZRQbAG5Xs,97,107,disc scratching,train,68222
IVZRQbAG5Xs,131,141,disc scratching,train,68223
IVb0xn1T4OE,68,78,playing squash,train,68224
IVctunvuTjM,10,20,people babbling,train,68225
IVdazTeNu08,36,46,playing table tennis,train,68226
IVdp0uBdrMM,17,27,playing cornet,train,68227
IVeHhIHMC7w,50,60,bee wasp etc_ buzzing,train,68228
IVj52dHn4Hc,102,112,bee wasp etc_ buzzing,train,68229
IVjcSfI5l84,130,140,wind noise,train,68230
IVl_DEjHWd8,835,845,singing bowl,train,68231
IVoJyCM2Fxc,30,40,driving motorcycle,train,68232
IVp9k5mPAzA,39,49,dog howling,train,68233
IVst94SCBZI,47,57,dog whimpering,train,68234
IVst94SCBZI,94,104,dog whimpering,train,68235
IVt_e4eatks,123,133,hedge trimmer running,train,68236
IVuW6iP76U0,30,40,pigeon dove cooing,train,68237
IVydjuOUz-s,170,180,missile launch,train,68238
IVzHu2cI1qc,415,425,slot machine,train,68239
IW-ELVOdAjY,30,40,playing violin fiddle,train,68240
IW0a2qTioAA,19,29,goat bleating,test,68241
IW1bmWQejZs,214,224,playing snare drum,train,68242
IW1bmWQejZs,297,307,playing snare drum,train,68243
IW4uJAKZX4E,30,40,playing banjo,train,68244
IW59VPhkNT8,1073,1083,sharpen knife,train,68245
IW6G21NdYWs,90,100,skidding,train,68246
IW6IZCb8YmI,29,39,motorboat speedboat acceleration,train,68247
IW78ZI2wwTg,124,134,sharpen knife,train,68248
IWAxBKjn01Y,30,40,horse clip-clop,train,68249
IWEGW8KA88o,27,37,printer printing,train,68250
IWH5dWmeP84,16,26,playing castanets,train,68251
IWI666vxIt8,13,23,playing table tennis,train,68252
IWJGMH5LU_I,353,363,chimpanzee pant-hooting,train,68253
IWJGMH5LU_I,573,583,chimpanzee pant-hooting,train,68254
IWMDHC-1JMU,110,120,airplane,train,68255
IWMZ1096x8I,98,108,playing lacrosse,train,68256
IWMZ1096x8I,280,290,playing lacrosse,train,68257
IWO5q6pW3dk,0,10,skateboarding,train,68258
IWPzs8Cp3zg,30,40,pigeon dove cooing,train,68259
IWQXZuvtIsU,248,258,tapping guitar,train,68260
IWSztVoI0X0,25,35,electric shaver electric razor shaving,train,68261
IWVztd9QsXg,5,15,owl hooting,train,68262
IWWUqPs5WnI,190,200,church bell ringing,train,68263
IWWXTGVLmms,47,57,playing table tennis,train,68264
IWYbTgMqixk,12,22,alarm clock ringing,test,68265
IW_RfYR4N4k,130,140,helicopter,train,68266
IW_obEp6qIc,37,47,vacuum cleaner cleaning floors,train,68267
IWc0LQpYMPw,148,158,wind rustling leaves,train,68268
IWc0LQpYMPw,192,202,wind rustling leaves,train,68269
IWgsehN2FfY,66,76,chainsawing trees,train,68270
IWhR55eIMOk,30,40,motorboat speedboat acceleration,train,68271
IWhf8e-AVWo,30,40,chainsawing trees,train,68272
IWhgJgeUQuA,90,100,playing bagpipes,train,68273
IWhioCVTaV4,5,15,playing harpsichord,train,68274
IWhioCVTaV4,26,36,playing harpsichord,train,68275
IWizxuNATH4,30,40,playing drum kit,train,68276
IWlfF_zgP7s,30,40,horse clip-clop,train,68277
IWr6t7Z1mvg,0,10,dog barking,train,68278
